,text,label,probability
253,"Your paper was evaluated by the editorial team (editors present Raffaella Bosurgi, Richard Turner, Caitlin Moyer, Beryne Odeny).It was sent to independent reviewers, including a statistical reviewer.The reviews are appended at the bottom of this email and any accompanying reviewer attachments can be seen via the link below:[LINK]In light of these reviews, I am afraid that we will not be able to accept the manuscript for publication in the journal in its current form, but we would like to consider a revised version that addresses the reviewers' and editors' comments.Obviously we cannot make any decision about publication until we have seen the revised manuscript and your response, and we plan to seek re-review by one or more of the reviewers.In revising the manuscript for further consideration, your revisions should address the specific points made by each reviewer and the editors.Please also check the guidelines for revised papers at http://journals.plos.org/plosmedicine/s/revising-your-manuscript for any that apply to your paper.In your rebuttal letter you should indicate your response to the reviewers' and editors' comments, the changes you have made in the manuscript, and include either an excerpt of the revised text or the location (eg: page and line number) where each change can be found.Please submit a clean version of the paper as the main article file; a version with changes marked should be uploaded as a marked up manuscript.In addition, we request that you upload any figures associated with your paper as individual TIF or EPS files with 300dpi resolution at resubmission; please read our figure guidelines for more information on our requirements: http://journals.plos.org/plosmedicine/s/figures.While revising your submission, please upload your figure files to the PACE digital diagnostic tool, https://pacev2.apexcovantage.com/.PACE helps ensure that figures meet PLOS requirements.To use PACE, you must first register as a user.Then, login and navigate to the UPLOAD tab, where you will find detailed instructions on how to use the tool.If you encounter any issues or have any questions when using PACE, please email us at PLOSMedicine@plos.org.We expect to receive your revised manuscript by Apr 12 2021 11:59PM.Please email us (plosmedicine@plos.org) if you have any questions or concerns.***Please note while forming your response, if your article is accepted, you may have the opportunity to make the peer review history publicly available.The record will include editor decision letters (with reviews) and your responses to reviewer comments.",0,0.53337723
636,"There were no differences in 30-day mortality rate between W1 and W2 at any of the centres.Seven (2.7%) patients were still hospitalised at the time of the data cut-off.Among patients with IMV, 25 (12.4%) died within 30-days of ICU admission.Patient outcomes First wave Second wave p-value All   Death within 30 days (%) after index admission 10 (10.4) 24 (14.3) .4 34 (12.9)   Death in the ICU (%) 10 (10.4) 16 (9.5) .8 26 (9.8)   Death during hospitalisation (%) 13 (13.5) 30 (17.9) .4 43 (16.3)   LOS (days) in ICU (IQR) 13.5 (6-22) 7.5 (2-8) <.001 10 (3-19)   Time in IMV (IQR) 15 (9-22) 9 (5-19) .03 12 (6-20)   ICU readmission (%) 9 (9.4) 11 (6.5) .4 20 (7.6)   Length of hospitalisation (IQR) 32 (16-47) 20.5 (13-36) .014 23 (14-41)   Pressure sore (%) 46 (47.9) 37 (22.0) <.001 83 (31.4)   Heart failure (%) 19 (19.8) 26 (15.5) .4 45 (17.3)   Cardiac arrest with CPR (%) 5 (5.2) 4 (2.4) .2 9 (3.4)   Pneumothorax/subcutaneous emphysema/pneumomediastinum (%) 6 (6.3) 4 (2.4) .1 10 (3.8)   Septic shock (%) 0 (0) 9 (5.4) .03 9 (3.4)   DVT (%) 2 (2.5) 2 (0.8) .6 4 (1.5)   PE (%) 4 (5.0) 10 (5.9) 1.0 14 (5.3)   Reintubation 8 (10) 14 (11.5) .7 22 (10.9)   Recannulation 2 (3.0) 7 (10.8) .3 9 (7.5)   RRT 30 days after initial ICU admission (%) 7 (7.3) 1 (0.6) .7 8 (3.0)   Discharge destination   Home (%) 70 (72.9) 110 (65.5)  180 (68.2)   Nursing home (%) 12 (12.5) 19 (11.3)  31 (11.7)   Hospitalised at time of data cut-off (%) 0 (0) 7 (4.2) - 7 (2.7)   Deceased at time of data cut-off (%) 14 (14.6) 32 (19.0) - 46 (17.4)   ICU, intensive care unit; LOS, length of stay; IQR, interquartile range; IMV, invasive mechanical ventilation; CPR, cardiopulmonary resuscitation; DVT, deep vein thrombosis; PE, pulmonary embolus; RRT, renal replacement therapy.DISCUSSIONTo the best of our knowledge, the present study represents the first complete analysis of a 1-year COVID-19 ICU cohort in Scandinavia.",0,0.7713056
121,"The RBD sequences of different SARS-CoV-2 strains that are circulating globally were initially thought to be conserved; however, with the availability of sequencing data several mutations have been reported.These findings emphasize the argument, that there may be correlation of the mutated strains circulating in a particular geographic setting with higher mortality rates and transmission patterns beside other combating factors.The mutation rate in ribonucleic acid (RNA) viruses is intensely high which can be million times higher than that of their hosts and this results in virulence modulation and evolutionary capability for better viral adaptation.Genetic depiction of virus mutations can thus offer valuable insights for assessing the fitness of drug resistance, immune escapism, and pathogenesis.Due to its receptor binding property, the S protein is also supposed to be immunogenic and a putative target for developing the neutralizing antibodies and vaccines.It is reported that single-point mutations in the conserved amino acid residues in the RBD region completely abolishes the capacity of full-length S protein to induce neutralizing antibodies.Thus, virus mutation studies can be crucial for designing new vaccines and antiviral drugs.In this study, we aimed to predict the mutations in the spike protein (S) of SARS-CoV-2 genomes available in the database (whole genome sequences as well as partial coding sequences of spike protein) and analyze the effect of each mutation on the antigenicity of the predicted epitopes.This information may be helpful in predicting the transmission and infectivity of various SARS-CoV-2 strains circulating worldwide.Materials and MethodsSelection of SARS-CoV-2 Datasets Entrez Direct (EDirect) utilities were used to access the NCBI's nucleotide database by using in-house developed bash scripts to batch download the data.We used query keyword or phrase as ""severe acute respiratory syndrome coronavirus 2"" and ""spike coding sequences (CDS)"" by applying ESearch and EFetch utilities implemented in bash scripts to download the dataset for genome and spike proteins that were available till May 1, 2020.A total of 1,325 complete draft genomic sequences of SARS-CoV-2 and additional 279 CDS having partial genomes coding spike protein (total 1,604 CDS of spike protein) were downloaded in FASTA format available globally from NCBI database ( Fig.1 ).SARS-COV-2 genome datasets from different countries available on NCBI till May 1, 2020.SARS-COV-2, severe acute respiratory syndrome coronavirus 2.Multiple Sequence Alignment and Correlation of Genomic SNPs and Protein Mutations Multiple sequence alignment (MSA) of all the 1,325 complete genome sequences as well as 1,604 CDS was performed using ClustalW-MPI with default parameters.Generated SNPs were identified by in-house developed bash scripts to batch process the data using Blade Server (Dell PowerEdge FC640 Server) with 256 GB RAM and 40 Core processor with 2.30 GHz.",0,0.675023
135,"Because the small RNA libraries were dominated by host miRNAs and a U [the preferred 5'-terminal nucleotide for Ago loading ] is present at the 5' end of this RNA, we interrogated whether it could represent a viral miRNA-like small RNA.SARS-CoV-2 expresses a small RNA derived from the ORF7a sequence.(A) Viral small RNA reads obtained from the three cell lines infected with SARS-CoV-2 map to a single distinct peak within the viral genome (data for MOI 5, 24 hpi are shown).The replicates for each cell line were overlayed on a single track (represented by different colors) and are normalized to 107 total reads.(B) The reads coming from SARS-CoV-2 (~20 to 25 nt long) map near the beginning of the ORF7a gene (encoded amino acids are shown above the nucleotide sequence).Data from Calu-3 cells are shown.(C) CoV2-miR-O7a forms a hairpin with the sequence immediately downstream in the ORF7a transcript.Shaded nucleotides indicate the sequences detected by Northern blot probes: orange for 5p and blue for 3p.(D) CoV2-miR-O7a and its precursor can be detected by Northern blotting of extracts from Calu-3 cells infected with SARS-CoV-2 at MOI 0.05.(E) As measured by custom TaqMan RT-qPCR, CoV2-miR-O7a is present in nasopharyngeal samples from SARS-CoV-2-infected individuals (Right), with its levels correlating with viral load (Left).Since miRNA biogenesis relies on formation of RNA hairpins, we asked whether such an RNA structure could be found within the viral ORF7a sequence.Indeed, the putative viral miRNA together with its downstream region forms a strong hairpin (Fig.2C) whose folding energy is unusually low given the AU-rich nucleotide composition (DeltaG = -19.7 kcal/mol), suggesting that it arose through an evolutionarily driven process.Indeed, the thermodynamic Z-score is -5.5 (meaning that the wild-type sequence is more than 5 SDs more stable than random).In addition, a comprehensive analysis of RNA structural motifs in SARS-CoV-2 found that this hairpin is one of the few (nine) that show evidence of statistically significant sequence covariation:a feature of evolutionary conservation.The formation of the hairpin is also in agreement with previously reported structure probing reactivity datasets, where the only reactive nucleotides occur in loop regions.Since the newly identified small RNA is derived from this hairpin:which is a hallmark of miRNA biogenesis :we named it CoV2-miR-O7a (for SARS-CoV-2 miRNA-like ORF7a-derived small RNA).In addition, there exists sequence and structure similarity of the RNA hairpin between SARS-CoV-2, bat coronavirus RaTG13, and a pangolin coronavirus (SI Appendix, Fig.",0,0.73336315
532,"].Applying this analysis to the test group, in which, over the study period, only 2 of 53 subjects became symptomatic, the probability of 2 or fewer subjects becoming symptomatic as a random outcome of only the factors at play among the control group (i.e., the probability of validity of the null hypothesis of no benefit being conferred by the test group's supplementation), would be given by:This analysis of study group results predicts that approximately 733 out of a million trials might produce those results without benefit of an effect of the study-factor.That result being so unlikely, at better than the 0.001 significance level, the study results provide a clear demonstration of a benefit conferred on the test group by supplementation.However, it is possible that some factor other than implementation of supplementation may be contributing to the outcomes.For instance, subjects interested and motivated to implement and maintain compliance with a multi-component supplement regimen, apparently being more health conscious than control group subjects, may indeed actually be healthier, with more robust immune systems more resistant to viral infection.Perhaps also or alternatively, health conscious subjects are more careful about minimizing their exposure to virus-carrying sources and/or about post-exposure disinfection.An approach to compensating in the analyzes for such possible confounding factors may be to assign a lower supplementation-ignoring post-exposure symptom-presentation rate to the test group than that exhibited by the control group, with the difference between the control group's actual experienced post-exposure symptom-presentation rate and the test group's new lowball assigned rate ""absorbing"" effects of the putative confounding factors.A) If the test group is considered to enjoy only three-quarters the control group's demonstrated post-exposure symptom-presentation rate of 0.20, then, for the test group, q = 1-p = 1-(3/4)0.20 = 1-0.15 = 0.85 and the binomial expansion gives:Analyzes were conducted for 3 scenarios of such low test-group post-exposure symptom-presentation rates: B) If the test group's post-exposure infection rate is taken to be only five-eighths the control group's 0.20, then, for the test group, q = 1-p = 1-0.125 = 0.875; and the binomial expansion gives 0.0310, no longer at the 0.01 significance level, but still at a respectable 0.05 significance level.C) If the test group's post-exposure infection rate is taken to be only one-half the control group's 0.20, then, for the test group, q = 1-p = 1-0.10 = 0.90; and the binomial expansion gives 0.0898, no longer at the 0.05 significance level, but only at the 0.1 significance level, at which the null hypothesis of ""zero study-factor effect"" presents a 10% risk of being correct and the null hypothesis, while not strongly confirmed, cannot be rejected.Without further information as to actual exposure-experience of subjects, one could not attach statistical significance to the test group experience if assuming scenario C's post-exposure symptom-presentation rate of 10%.",0,0.85646665
185,"LTR and non-LTR retroelements represent an abundant source of promoters, enhancers, and polyadenylation sequences that can modulate the expression and structure of neighboring genes, as with ACE2.For instance, retroelements serve as promoters or enhancers for a number of ISGs, conferring IFN inducibility, exemplified in the case of AIM2 .Retroelements may further modify the function of ISGs and we have recently described a novel isoform of the ISG CD274 (encoding PD-L1) that produces a truncated form through retroelement exonization.The use of the intronic MIRb and LTR16A1 elements as the promoter and alternative exon for the MIRb-ACE2 isoform explains its independent regulation from that of the full-length ACE2 isoform.In addition to IFN inducibility, the cryptic MIRb-LTR16A1 promoter also confers tissue-specific expression, with the highest levels seen in the upper aerodigestive tract, where it can be the predominant isoform.In contrast, the canonical ACE2 isoform far exceeds expression of the MIRb-ACE2 isoform in the lower gastrointestinal tract.It is theoretically possible that the balance of MIRb-ACE2 and full-length ACE2 isoforms plays a role in the spread of SARS-CoV-2, particularly in the upper aerodigestive tract, or that RNA or protein products of MIRb-ACE2 are involved in other pathological or physiological processes.However, the low stability of the MIRb-ACE2 protein product argues that this is unlikely.Independently of any functional significance, expression of the MIRb-ACE2 isoform needs to be carefully considered in studies examining ACE2 regulation at the transcriptional level.The description of this novel isoform highlights the need to validate single-cell RNA-seq data with orthogonal approaches.While single-cell RNA-seq initiatives are an invaluable resource and allow for rapid identification of cell types that express a gene of interest, coverage and read depth are largely insufficient to distinguish between isoforms.Technological advances to improve sequencing depth and bioinformatic tools to impute missing values are rapidly progressing; in the meantime, long-read sequencing techniques to quantify transcript isoforms and confirmation of protein expression levels can be incorporated into existing workflows.This work established MIRb-ACE2 as the predominantly induced form of ACE2 following viral infection or recombinant interferon treatment, including in the SARS-CoV-2-infected lung.The suggestion that ACE2 is an ISG raised fears that therapeutic interferon could be detrimental; however, we find that full-length ACE2 is not increased at the mRNA or protein level.The predicted MIRb-ACE2 protein product could be detected in vitro, albeit under high levels of MIRb-ACE2 RNA expression, and it remains possible that the MIRb-ACE2 protein, or fragments thereof, are produced under certain conditions in vivo.",0,0.7648155
846,"Gln28 and Asn29 (gate loop 1) orient outward, whereas the side chain of invariant Tyr30 rotates inward, thereby forming a cleft to stabilize the purine ring of me7Go through a pi-pi stacking interaction (Fig.2d).The opposite face of the me7Go purine ring is stabilized by a H-bond between an oxygen of Glu173 and the positively charged N7 of me7Go.The methyl group of me7Go is stabilized by hydrophobic interactions with Cys25 (gate loop 1) and Ser 202 from the loop connecting the beta8 and beta9 strands (Fig.2b, d).These specific interactions with the positively charged N7 and the methyl moiety of the me7Go may confer substrate selectivity against the uncharged GopppA.In gate loop 2, Asn138 rotates outward and the side chain of the invariant Lys137 rotates ~180  inward and forms stabilizing electrostatic interactions with all 3 phosphates of the Cap-0 structure and the 3'-O of the me7Go ribose.Tyr30 and Lys137 form a partial enclosure to restrict the movement of the terminal residue (me7Go) of the RNA cap (Fig.2b, d, Supplementary Movie 1).Gate loop 1 runs perpendicular to the purine ring of me7Go such that the backbone amide of Leu27 forms a hydrogen bond with O6 of me7Go to confer specificity for guanine.The ribose sugar of me7Go is sandwiched by the sidechains of Lys137 and His174 in gate loop 2 (Fig.2b, d).The three phosphates of me7GopppA1 are stabilized through H-bonds with residues located in the loop regions emanating from the beta6 (Tyr132, Lys137), beta7 (Thr172 and His174), and beta8 (Ser 201 and Ser 202) strands (Fig.2d, Supplementary Fig.4).By comparing our structure with those for the 2'O MTases of Dengue (PDB ID: 5DT0) and Vaccinia (PDB ID: 1AV6) viruses, we note that only one aromatic residue (Tyr30 in SARS-CoV-2 nsp16 and Phe25 in dengue virus NS5) makes the stacking interaction with the me7Go of the RNA cap.In contrast, two aromatic residues (Tyr22, Phe180) intercalate the me7Go of RNA cap in VP39 of vaccinia virus (PDB ID: 1AV6).Also, the distance between N1 and me7Go bases remains unchanged (~10 A), and the SAM/SAH and N1 in all three structures overlay well in three structures.However, the terminal me7Go base of CoV-2 RNA cap rotates ~180  around the gamma-phosphate (compared to Dengue virus) to assume a radically different orientation, suggesting a diverse geometric arrangement of the RNA cap in RNA/DNA viruses (Supplementary Fig.2e).",0,0.7029373
857,"owns equity in Dialectic Therapeutics and Abfero.S-H.C. and N.D. are employees of New England Biolabs, a manufacturer and vendor of molecular biology reagents, including vaccinia RNA capping enzyme and cap 2'O methyltransferase.None of these affiliations affect the authors' impartiality, adherence to journal standards and policies, or availability of data.ReferencesSix months of coronavirus: the mysteries scientists are still racing to solveA pneumonia outbreak associated with a new coronavirus of probable bat originBlocking eIF4E-eIF4G interaction as a strategy to impair coronavirus replicationIn vitro reconstitution of SARS-coronavirus mRNA cap methylationRNA 3'-end mismatch excision by the severe acute respiratory syndrome coronavirus nonstructural protein nsp10/nsp14 exoribonuclease complexConventional and unconventional mechanisms for capping viral mRNAHuman coronavirus 229E nonstructural protein 13: characterization of duplex-unwinding, nucleoside triphosphatase, and RNA 5'-triphosphatase activitiesBiochemical and structural insights into the mechanisms of SARS coronavirus RNA ribose 2'-O-methylation by nsp16/nsp10 protein complexSequestration by IFIT1 impairs translation of 2'O-unmethylated capped RNARibose 2'-O-methylation provides a molecular signature for the distinction of self and non-self mRNA dependent on the RNA sensor Mda52'-O methylation of the viral mRNA cap evades host restriction by IFIT family membersInnate immune restriction and antagonism of viral RNA lacking 2-O methylationConstruction of a severe acute respiratory syndrome coronavirus infectious cDNA clone and a replicon to study coronavirus RNA synthesisAttenuation and restoration of severe acute respiratory syndrome coronavirus mutant lacking 2'-o-methyltransferase activityCoronavirus nsp10/nsp16 Methyltransferase can be targeted by nsp10-derived peptide in vitro and in vivo to reduce replication and pathogenesisCrystal structure and functional analysis of the SARS-coronavirus RNA cap 2'-O-methyltransferase nsp10/nsp16 complexBroad-spectrum antiviral activity of the carbocyclic analog of 3-deazaadenosineCarbocyclic analogue of 3-deazaadenosine: a novel antiviral agent using S-adenosylhomocysteine hydrolase as a pharmacological targetMetabolism of the broad-spectrum antiviral agent, 9-(S)-(2,3-dihydroxypropyl) adenine, in different cell linesStructures of NS5 Methyltransferase from Zika VirusThe 1.85 A structure of vaccinia protein VP39: a bifunctional enzyme that participates in the modification of both mRNA endsSAM (dependent) I AM: the S-adenosylmethionine-dependent methyltransferase foldCrystal structure of nonstructural protein 10 from the severe acute respiratory syndrome coronavirus reveals a novel fold with two zinc-binding motifsMolecular basis for specific viral RNA recognition and 2'-O-ribose methylation by the dengue virus nonstructural protein 5 (NS5)Structural basis for sequence-nonspecific recognition of 5'-capped mRNA by a cap-modifying enzymeButler, D.J.",0,0.8070627
616,"52 , Hirshberg et al.53  and Buonsenso et al., 54  all SARS-CoV-2 positive women in these studies who were diagnosed at less than 37 weeks were also delivered preterm.Preterm delivery occurred due to: an obstetric indication (preterm labour, preterm prelabour rupture of membranes, fetal distress), 36 ,  37 ,  54 ,  55  worsening COVID-19, 14 ,  21 ,  32 ,  48 ,  49 ,  53 ,  56 ,  57 ,  58  for no reported indication 19 ,  22 ,  24 ,  38 ,  39 ,  52 ,  59  or a combination of these causes.18 ,  41  Three studies compared the rates of preterm birth between rtPCR confirmed SARS-CoV-2 positive and negative pregnant women.Both Zhang et al.20  and Liao et al.39  identified no significant difference between groups (Zhang et al.20  6% SARS-CoV-2 positive vs 13% control; Liao et al.39  10% SARS-CoV-2 positive vs 9.4% control, P > 0.05).Conversely, Li et al.33  noted an increased incidence of preterm birth in the SARS-CoV-2 positive group (23.5% vs 5% control, P < 0.05).Caesarean section was performed for over 40% of deliveries in all but five studies.24 ,  39 ,  50 ,  57 ,  60  Nineteen neonates were SARS-CoV-2 positive, based on rtPCR of nasopharyngeal swabs.Three of these were febrile, 15 were asymptomatic and one was born at 31+2 weeks; he developed disseminated intravascular coagulopathy (DIC) but was recovering at the time of publication.There were no reported deaths of SARS-CoV-2 positive neonates.Six neonates had Apgar scores of less than seven at either one or five minutes postpartum.Five of those were preterm while one was term and SARS-CoV-2 positive.Six deaths of SARS-CoV-2 negative neonates were reported, due to: multiple organ failure and DIC (n = 1), 61  preterm birth (n = 2), 48  severe neonatal asphyxia (n = 1), 52  pneumonia (visualised on chest X-ray) (n = 1) 18  and for unknown reasons (n = 1).18  There were seven reported stillbirths: two for unclear reasons, 51 ,  60  three following spontaneous labour in mechanically ventilated patients, 48  one due to acute maternal hypoxaemia necessitating delivery 48  and one due to preterm rupture of membranes.48  There were five spontaneous miscarriages.Two occurred at 8+0 weeks 54  and 17+0 weeks, 62  while gestation was not reported for the other three.",0,0.8965744
231,"However, donors with more than 10 donations (n = 30) had decay profiles similar to the whole cohort, in which donors stabilized at mid-low level, and none of these highly recurrent donors became seronegative (S2 Fig).Neutralization of SARS-CoV-2 is correlated with Spike antibody levels and is maintained over timeThe neutralization capacity of these individual responses was assessed on a Spike-driven virus-cell fusion assay and a whole-virus neutralization assay (Fig 1A).Most sera were capable of inhibiting virus-cell fusion (82%, 68/83 ADAPT; 68%, 104/152 LIFE) and mediating viral neutralization (88%, 73/83 ADAPT; 94%, 143/152 LIFE) (Fig 2A, Table 2).In both cohorts, the virus-cell fusion assay was more stringent than the SARS-CoV-2 neutralization assay as a proportion of individual sera with lower titers in the SARS-CoV-2 neutralization assay were negative in the virus-cell fusion assay (7%, 6/83 ADAPT; 27%, 41/152 LIFE), and most individuals had higher titers in the neutralization assay (Fig 2A).To understand the discrepancy between both viral assays, live SARS-CoV-2 viral particles were enumerated and directly compared to Spike-pseudotyped lentiviral particles.Cell-permeable RNA-specific staining of live virions detected viral particles that were Nucleocapsid positive (Fig 2B).The particle to transduction ratios from the fusion assay were 1.03 x 105, consistent with the low specific infectivity of lentiviruses such as HIV-1.In contrast, the SARS-CoV-2 particle to infectivity ranged from 58 (HekAT14) to 578 (VeroE6), consistent with the ratio reported for influenza virus.However, the absolute viral particle number was 74-fold higher in Spike-pseudotyped particle preparation (1.64 x 108 particles per ml) compared to authentic SARS-CoV-2 (2.22 x 106 particles per ml).Thus, the specific infectivity of SARS-CoV-2 was higher than that of Spike-expressing lentiviral particles, which may account for the higher sensitivity of the SARS-CoV-2-based neutralization assay.Viral neutralization and inhibition of viral-cell fusion are strongly correlated with Spike antibody titers and sustained overtime.(A) 68%-82% of convalescent sera inhibited virus-cell fusion, whereas 88%-94% sera neutralized live authentic SARS-CoV-2.Neutralization titers were higher than viral-cell fusion titers in ADAPT (ns, not significant) and LIFE (P < 0.0001).(B) Approximately 75% of virus particles were SARS-CoV-2 Nucleocapsid- and RNA positive (overlay, yellow).(C) All but one ADAPT patient had stable responses over time, whereas most LIFE donors (82%) had a decreased virus-cell fusion over time, with the majority (71%) exhibiting a single-phase decay.(D) In sera capable of viral neutralization, most ADAPT sera were stable (89%), whereas most LIFE sera (56%) had a decreased score over time, with the majority (75%) exhibiting a single-phase decay.",0,0.60111415
570,"After 3 days incubation, the cells were fixed with 10% formaldehyde in PBS for 1h at room temperature (RT), washed once with PBS before stained with 0.1% crystal violet solution in 20% methanol for 20 min at RT.All the assays were performed in a biosafety level 3 facility.All the viral preparations were deep-sequenced by the La Jolla Institute for Immunology Sequencing Core or the Chanda lab at Sanford Burnham Prebys Medical Discovery Institute.Human cellsHuman blood was collected from healthy blood donors under the La Jolla Institute for Immunology Protocol VD-057-0217.All donors were tested negative for HIV, hepatitis B, and hepatitis C virus.Peripheral blood mononuclear cells (PBMCs) were separated using Histopaque 1077.Monocytes were negatively selected with pan monocyte isolation kits (Miltenyi Biotec).Monocytes were plated in a 24-well plate at the concentration of 4 x 105 cells/400 mul/well with macrophage serum-free medium (Gibco) containing 1% penicillin/streptomycin, 1% Nutridoma-SP (Roche), and supplemented freshly with cytokines macrophage colony-stimulating factor (rhM-CSF, 100 ng/mL) (PeproTech).Cells were cultured at 37  C with 5% CO2.The media was changed every 3-4 days for a period of 7 days to differentiate monocytes into monocyte-derived macrophages.Mice and pharmacokinetic assaySix to eight-week-old human FcRn-expressing mice (Ifnar1 -/- x Fcgrt -/ - x Tg32 hFcRn+/+ C57BL/6 mice) were bred and housed in a specific pathogen-free facility at the La Jolla Institute for Immunology.All procedures of the present study were in accordance with the guidelines set by the La Jolla Institute for Immunology Animal Care and Use Committee.For in vivo pharmacokinetics, mice were weighed 1d prior to mAb administration.S1D2-hIgG1 or STI-1499-LALA were prepared in PBS for 5 mg/kg per mice given in 0.1 mL of total volume retro-orbitally (n = 3-4 mice per time point).Two blood samples were harvested from each mouse, first collection via submandibular vein, and then terminal blood sample was harvested at 7 days or more after first blood draw.Serum samples were collected after 30 min, 1h, 8h, 7d, 14d, 21d and 28d of mAb administration to detect hIgG by ELISA (Bethyl Laboratories) according to manufacturer's instructions.ELISAAntibodies S1D2-hIgG1, STI-1499-LALA, or 1741-LALA were individually coated at 5 mug/mL in PBS onto wells of microtiter plates.",0,0.81299317
443,Further analyses of all the S glycoprotein and SARS-CoV-2 genomes with different epidemiological aspects are warranted to get a better understanding of the pathogenesis of SARS-CoV-2.Credit author statementSyed Mohammad Lokman: Visualization; Formal analysis; Data curation; Writing - draft.Md.Rasheduzzaman: Investigation; Formal analysis; Writing - draft.Asma Salauddin: Investigation; Formal analysis.Rocktim Barua: Investigation; Visualization.Afsana Yeasmin Tanzina: Formal analysis; Writing - draft.Meheadi Hasan Rumi: Investigation; Visualization.Md.Imran Hossain: Investigation; Formal analysis.AMAM Zonaed Siddiki: Supervision; Writing - review & editing.Adnan Mannan: Conceptualization; Project administration; Writing - review & editing; Supervision.Md.,0,0.6965752
113,"Health care worker-collected Yes 44 0 12 13 0.54 CDC 2019 nCoV real-time RT-PCR diagnostic panel (LoD, 1,000 copies/ml using the CDC assay)   Pere et al.44 patients Nasal and NP swabs were inserted in the nostril until they hit an obstacle (the inferior concha and the back of the nasopharyngeal cavity, respectively), rotated five times and removed.The test was conducted in only one nostril per patient.Not specified Yes 33 0 4 7 0.72 Allplex 2019-nCoV assay (Seegene, Seoul, South Korea) (LoD, 4,167 copies/ml)   Hanson et al.354 patients Nasal swabs were inserted 1 inch into nostril or until resistance met, rotated 3 times, leaving in place for several seconds, then repeated in second nostril with the same swab.Swabs were then placed in 3 ml of sterile 1x PBS (ARUP Laboratories).Self-collected Yes 69 1 11 273 0.90 Hologic Aptima SARS-CoV-2 transcription-mediated amplification (TMA) assay (Hologic, Inc.) (LoD: 0.026 TCID50/ml)b   McCulloch et al.185 patients from drive-through clinics Home swab collection kit containing a flocked midnasal swab (Copan FloqSwab 56380CS01, Copan Diagnostics, Murrieta, CA) and universal transport medium (UTM) (Becton Dickinson, Franklin, NJ) were delivered to home within hours of first test, and written instructions on how to perform a self-collected nasal swab (instructions were not specified).Self-collected No (within 2-day delay) 28 3 7 140 0.81 CDC 2019 nCoV real-time RT-PCR diagnostic panel (LoD, 1,000 copies/ml using the CDC assay)   Harrington et al.524 paired clinical samples from ED and urgent care centers Foam nasal swabs used, but procedure, transport, and materials unspecified Not specified Yes 138 2 47 336 0.78 Abbott ID NOW instrument for nasal swabs (LoD, 125 genome equivalents/ml) compared to Abbott RealTime SARS-CoV-2 assay for NP swabs performed on the Abbott m2000 system (LoD, 100 copies/ml)   ED, emergency department.TCID50, 50% tissue culture infective dose.We therefore revisited the trend we observed of a rise in nasal swab false negatives at higher CT values (low viral loads).Recently, we demonstrated that CT values for the SARS-CoV-2 RT-PCR assay and platform used in the present study are reliable quantitative measures of viral load and introduced a conversion from CT value to viral load (on the Abbott m2000, a viral load of 100 copies/ml corresponds to a CT value of 26, and 1,000 copies/ml corresponds to a CT value of ~21.7).",0,0.68650055
248,"Accordingly, fusion inhibition was considered as absent when titers were below 1:40.Pre-pandemic healthy control sera (Privigen USA, P100103528, 2091200221, P100007516) showed no fusion inhibition and hence no reduction in GFP expression, thus confirmimg the specificity of the assay (S8C Fig).Of the 10 NIBSC standards (CS678 WHO protocol), 5 were positive in the assay with mid and high virus-cell fusion inhibition, consistent with the confirmed results from the NIBSC.The virus entry pathway in VeroE6, used in live-virus neutralization assays, is primarily endosomal.In contrast, cells derived from nasopharyngeal tissues express ACE2 in addition to the surface serine protease TMPRSS2, which drives virus-cell membrane fusion and can signficantly enhance viral entry.To address viral neutralization in the presence of ACE2 and TMPRSS2, a portfolio of Hek293T expressing clonal cell lines with ACE2 and TMPRSS2 (HekAT) was generated.The coexpression of ACE2 and TMPRSS2 led to a series of increasingly permissive cell lines that were readily susceptible to SARS-CoV-2 cytopathic effects, VeroE6, HekAT14, HekAT10, and HekAT24 (S3 Fig).High-content fluorescent live SARS-CoV-2 neutralization assaySera were serially diluted and mixed in duplicate with an equal volume of virus solution at 1.5 x 103 TCID50/mL.After 1 hour of virus-serum coincubation at 37 C, 40 muL were added to equal volume of freshly trypsinized VeroE6 cells, and 3 clonal HekAT cells selected on SARS-CoV-2 permissiveness in 384-well plates (5 x 103/well).After 72 hours, cells were stained with NucBlue (Invitrogen, USA), and each entire well was imaged with InCell Analyzer.Nuclei counts, proxy for cytopathic effect, were compared between convalescent sera, mock controls (defined as 100% neutralization), and infected controls (defined as 0% neutralization) using the formula; % viral neutralization = (D-(1-Q))x100/D, where Q = nuclei count normalized to mock controls and D = 1-Q for average of infection controls (InCarta software) (S8D and S8E Fig).The cutoff for determining the neutralization endpoint titer of diluted serum samples was set to >=50% neutralization (S8F Fig), and the cutoff of positivity for neutralization on live virus was 1:40.",0,0.884413
